date,open,high,low,close,volume,changed,changep,adjclose,tradeval,tradevol
2016-07-27,121.69,121.79,119.24,119.48,9939199,-2.052,-1.83%,109.9197,1191340092.69,70131
2016-07-26,123.50,124.35,120.9701,121.71,14563682,-5.235,-4.47%,111.9712,1780579470.99,91576
2016-07-25,127.95,127.95,126.86,127.40,6210059,-0.791,-0.67%,117.2059,791037309.21,41335
2016-07-22,127.29,128.60,127.29,128.26,4304163,0.994,0.85%,117.9971,551351925.92,31932
2016-07-21,126.42,127.23,125.93,127.18,3596912,1.03,0.89%,117.0035,455630605.06,29607
2016-07-20,126.84,126.87,125.56,126.06,3353313,-0.405,-0.35%,115.9732,422673779.51,28318
2016-07-19,124.08,126.60,123.75,126.50,6277670,2.484,2.18%,116.3779,790482706.04,42335
2016-07-18,124.00,124.00,123.39,123.80,5254727,0.175,0.15%,113.894,650142248.86,28094
2016-07-15,124.42,124.44,123.39,123.61,3688425,-0.294,-0.26%,113.7192,456688338.75,27903
2016-07-14,123.70,124.21,123.01,123.93,6011933,1.021,0.90%,114.0136,744449030.25,33812
2016-07-13,122.36,123.015,122.16,122.82,3464177,0.524,0.47%,112.9924,424724347.19,26685
2016-07-12,122.00,122.59,121.96,122.25,3742030,0.23,0.20%,112.468,457561713.86,30783
2016-07-11,121.69,122.12,121.46,122.00,4266347,0.635,0.57%,112.238,520171938.96,25352
2016-07-08,121.22,121.69,121.08,121.31,3809635,0.359,0.32%,111.6032,462433344.50,30188
2016-07-07,120.89,121.24,120.41,120.92,3621346,0.267,0.24%,111.2444,437339813.03,28611
2016-07-06,119.29,120.96,119.00,120.63,5102758,-0.12,-0.11%,110.9776,614003837.98,39357
2016-07-05,120.12,120.80,120.10,120.76,5191103,0.331,0.30%,111.0972,626266766.38,29660
2016-07-01,119.72,120.86,119.66,120.40,3798100,0.055,0.05%,110.766,457512372.98,25620
2016-06-30,119.68,120.45,119.30,120.34,4808068,0.782,0.71%,110.7108,577497946.59,33444
2016-06-29,119.16,119.96,119.00,119.49,5020404,0.911,0.84%,109.9289,599602769.42,39076
2016-06-28,117.20,118.64,116.83,118.50,6172978,2.024,1.89%,109.0181,729077523.88,46282
2016-06-27,118.16,118.16,116.08,116.30,14159800,-2.889,-2.63%,106.9941,1653760749.55,70326
2016-06-24,118.76,121.11,118.2901,119.44,6985935,-1.628,-1.46%,109.8829,837024321.92,57106
2016-06-23,121.48,121.75,120.64,121.21,3832757,0.543,0.49%,111.5112,463841789.08,32371
2016-06-22,121.31,121.45,120.05,120.62,6578905,-1.849,-1.64%,110.9684,793580843.25,49445
2016-06-21,123.92,124.00,122.31,122.63,4749755,-0.727,-0.64%,112.8176,582804062.78,37906
2016-06-20,123.32,124.08,123.2742,123.42,5951035,1.058,0.94%,113.5444,735368466.59,33459
2016-06-17,122.23,122.71,121.42,122.27,8331396,-0.184,-0.16%,112.4864,1018351423.61,36247
2016-06-16,121.84,122.63,120.95,122.47,3931956,0.202,0.18%,112.6704,479325752.82,35746
2016-06-15,123.15,123.32,122.13,122.25,4168099,-0.239,-0.21%,112.468,511174727.71,35100
2016-06-14,122.54,123.19,121.93,122.51,6351355,-0.442,-0.39%,112.7072,778326912.80,43479
2016-06-13,121.95,123.965,121.85,122.99,5436736,0.58,0.51%,113.1488,669806049.18,41672
2016-06-10,121.80,122.66,121.61,122.36,4347385,-0.396,-0.35%,112.5692,531560885.07,33491
2016-06-09,122.07,123.09,122.07,122.79,4583522,0.626,0.56%,112.9648,562247172.77,31011
2016-06-08,121.98,122.49,120.8854,122.11,3925901,0.193,0.17%,112.3392,478512392.84,31453
2016-06-07,122.34,123.38,121.90,121.90,4562104,-0.092,-0.08%,112.146,558711784.61,35646
2016-06-06,121.79,122.17,121.205,122.00,4901956,0.598,0.54%,112.238,597081245.68,32816
2016-06-03,121.09,121.67,120.34,121.35,4643011,0.166,0.15%,111.64,562813094.78,34638
2016-06-02,120.70,121.51,120.55,121.17,4740240,0.083,0.07%,111.4744,573701875.75,35661
2016-06-01,121.60,122.735,121.50,121.98,5057195,-0.076,-0.07%,111.3916,617285424.23,41269
2016-05-31,123.30,123.41,121.62,122.06,7995178,-1.087,-0.97%,111.4678,977319005.69,43654
2016-05-27,124.27,124.68,123.115,123.25,3222830,-0.493,-0.44%,112.5545,398120157.20,26817
2016-05-26,123.38,123.98,123.23,123.79,3716320,0.484,0.43%,113.0476,459499685.26,29073
2016-05-25,123.75,123.99,123.0315,123.26,5307678,-0.63,-0.56%,112.5636,654794737.43,33133
2016-05-24,123.39,124.77,123.01,123.95,4494691,1.041,0.93%,113.1937,557859310.59,35651
2016-05-23,122.76,123.73,122.47,122.81,7081628,0.228,0.20%,112.1527,872095066.65,37118
2016-05-20,124.74,125.00,122.14,122.56,9735863,-2.493,-2.18%,111.9244,1200048490.14,66521
2016-05-19,125.48,125.60,124.68,125.29,6255136,-0.84,-0.73%,114.4175,782716170.46,45665
2016-05-18,127.05,127.47,125.73,126.21,7303212,-1.352,-1.16%,115.2576,922528908.10,50855
2016-05-17,129.60,129.97,127.30,127.69,5826181,-1.781,-1.50%,116.6092,745617299.84,37702
2016-05-16,128.51,129.73,128.05,129.64,4343605,0.74,0.63%,118.39,561524275.25,32744
2016-05-13,129.74,130.16,128.71,128.83,6568694,-1.178,-0.99%,117.6503,849154871.42,36024
2016-05-12,129.74,130.54,129.16,130.12,4287051,0.895,0.76%,118.8283,556809459.01,34648
2016-05-11,131.24,131.62,129.14,129.14,6890220,-2.247,-1.87%,117.9334,894104258.20,45137
2016-05-10,130.85,131.96,130.85,131.60,4082597,0.703,0.59%,120.1799,537113630.36,33510
2016-05-09,130.65,131.50,130.35,130.83,5006830,0.228,0.19%,119.4767,655971700.00,37560
2016-05-06,129.38,130.58,128.59,130.58,4418401,1.187,1.01%,119.2484,573494982.51,32736
2016-05-05,129.31,129.9799,129.00,129.28,4520014,-0.046,-0.04%,118.0612,585047058.37,30721
2016-05-04,127.57,130.4299,127.57,129.33,6613656,0.849,0.72%,118.1069,856603046.51,46772
2016-05-03,127.40,128.99,127.38,128.40,4048446,0.183,0.16%,117.2576,520000189.06,34975
2016-05-02,126.65,128.22,126.50,128.20,4830848,1.562,1.35%,117.0749,617466146.14,38571
2016-04-29,127.93,127.93,126.10,126.49,6276920,-1.306,-1.12%,115.5133,794843561.26,47233
2016-04-28,127.86,128.85,127.44,127.92,3385801,-0.347,-0.30%,116.8192,433873238.91,29526
2016-04-27,127.94,128.5599,127.78,128.30,4436223,0.539,0.46%,117.1663,568983937.59,36498
2016-04-26,127.42,128.34,127.03,127.71,4082343,0.228,0.20%,116.6274,521249128.38,36196
2016-04-25,125.07,127.53,125.01,127.46,6979925,1.79,1.56%,116.3991,883844624.70,48684
2016-04-22,128.17,128.40,125.36,125.50,9311250,-0.265,-0.23%,114.6092,1174404581.95,64000
2016-04-21,128.55,128.75,125.60,125.79,7947587,-2.52,-2.15%,114.8741,1006794106.15,59596
2016-04-20,129.31,129.80,128.51,128.55,5006666,-0.283,-0.24%,117.3946,646590852.19,40087
2016-04-19,128.91,129.35,128.12,128.86,4606325,0.009,0.01%,117.6777,593170680.76,34747
2016-04-18,127.95,128.91,127.68,128.85,4525553,0.977,0.84%,117.6685,581768875.68,30338
2016-04-15,127.08,128.04,126.96,127.78,3103785,0.247,0.21%,116.6914,396153460.75,24371
2016-04-14,127.14,128.09,127.04,127.51,4834785,0.566,0.49%,116.4448,616558688.78,33644
2016-04-13,127.71,127.915,126.08,126.89,4985207,-0.658,-0.56%,115.8786,632116739.88,41069
2016-04-12,128.08,128.28,126.89,127.61,5211376,0.046,0.04%,116.5361,665075117.22,40020
2016-04-11,128.35,128.69,127.45,127.56,6973708,-0.365,-0.31%,116.4905,892633459.39,36495
2016-04-08,128.28,128.74,127.28,127.96,3625607,-0.164,-0.14%,116.8558,464064513.29,30399
2016-04-07,127.37,128.5162,127.02,128.14,4720775,0.566,0.49%,117.0201,604202999.17,39837
2016-04-06,127.47,127.69,126.84,127.52,5619947,0.128,0.11%,116.4539,715032606.37,41098
2016-04-05,126.84,127.78,126.39,127.38,6282243,-0.174,-0.15%,116.3261,799471666.67,45073
2016-04-04,127.05,127.868,126.88,127.57,4239620,0.502,0.43%,116.4996,540522445.01,35517
2016-04-01,125.19,127.39,124.87,127.02,5212405,1.224,1.07%,115.9973,661605250.00,43028
2016-03-31,126.15,126.96,125.61,125.68,7685896,-0.137,-0.12%,114.7736,968569489.09,42367
2016-03-30,124.90,126.10,124.60,125.83,4853663,1.699,1.50%,114.9106,609397338.20,39620
2016-03-29,123.43,124.57,123.34,123.97,7188190,0.731,0.65%,113.212,892588346.51,50756
2016-03-28,124.00,124.20,123.12,123.17,4784378,-0.11,-0.10%,112.4814,590940133.03,38367
2016-03-24,123.69,124.00,122.66,123.29,5797096,-0.822,-0.72%,112.591,714403513.97,36696
2016-03-23,124.10,125.00,123.86,124.19,4143636,0.338,0.30%,113.4129,515409433.19,33078
2016-03-22,123.79,124.39,123.56,123.82,3494464,0.009,0.01%,113.075,432987411.65,27958
2016-03-21,123.66,124.50,123.05,123.81,4050102,-0.247,-0.22%,113.0659,501804762.23,33755
2016-03-18,123.43,124.12,122.75,124.08,14783806,0.84,0.75%,113.3125,1830106933.28,45435
2016-03-17,123.27,123.85,123.11,123.16,6108726,-0.329,-0.29%,112.4723,753666147.22,41612
2016-03-16,123.33,124.06,122.67,123.52,6716710,0.082,0.07%,112.8011,829444140.18,46958
2016-03-15,122.30,123.76,122.21,123.43,5061579,0.484,0.43%,112.7189,624595376.36,1
2016-03-14,121.81,123.4899,121.45,122.90,7912091,1.233,1.11%,112.2349,973111869.89,0
2016-03-11,120.49,122.0074,120.36,121.55,7042293,1.434,1.31%,111.002,855270111.52,0
2016-03-10,119.91,120.86,118.66,119.98,6171581,0.31,0.28%,109.5683,739951294.63,45531
2016-03-09,119.24,120.20,118.46,119.64,6428198,1.114,1.03%,109.2578,767622756.34,49635
2016-03-08,116.21,119.08,116.21,118.42,6236181,1.16,1.08%,108.1436,737301035.49,47847
2016-03-07,117.03,117.57,116.12,117.15,5640744,-0.027,-0.03%,106.9838,659058510.29,42913
2016-03-04,116.72,117.45,115.90,117.18,5857404,0.447,0.42%,107.0112,685479871.15,43038
2016-03-03,117.48,117.48,115.3248,116.69,9131980,-1.635,-1.51%,106.5638,1062004874.31,61924
2016-03-02,118.56,118.73,117.66,118.48,4267748,-0.338,-0.31%,108.1984,503806268.65,33199
2016-03-01,117.91,119.19,117.77,118.85,4731479,1.516,1.42%,108.5363,561284286.84,36455
2016-02-29,116.80,118.365,116.71,117.19,6467747,0.119,0.11%,107.0204,759818001.47,38854
2016-02-26,117.98,118.27,116.17,117.06,5193676,-0.384,-0.36%,106.9016,608077689.52,40757
2016-02-25,117.43,118.50,117.16,118.37,6033959,1.187,1.12%,107.2852,711752691.85,38772
2016-02-24,116.32,117.33,115.80,117.06,5349845,0.145,0.14%,106.0979,623348745.84,41862
2016-02-23,117.35,118.15,116.85,116.90,5276672,-0.698,-0.65%,105.9528,619071184.58,34714
2016-02-22,117.33,118.16,116.87,117.67,6223270,1.033,0.98%,106.6507,732035943.98,46482
2016-02-19,117.00,117.35,115.81,116.53,10793653,-0.58,-0.55%,105.6175,1257527279.28,57129
2016-02-18,118.81,119.46,116.93,117.17,9707053,-1.332,-1.24%,106.1976,1140701657.62,59509
2016-02-17,119.18,119.40,116.72,118.64,12728952,-0.489,-0.45%,107.5299,1504790165.58,73590
2016-02-16,118.42,119.18,117.60,119.18,10835814,1.133,1.06%,108.0193,1286459034.39,56931
2016-02-12,116.72,118.33,116.10,117.93,8552812,1.088,1.03%,106.8864,1007451779.11,47286
2016-02-11,115.74,117.50,115.69,116.73,7568647,-0.734,-0.69%,105.7988,883639075.56,52209
2016-02-10,118.02,118.53,117.26,117.54,5726298,0.48,0.45%,106.5329,674544940.06,41431
2016-02-09,115.54,117.80,115.35,117.01,7525722,0.87,0.83%,106.0525,879645874.82,58303
2016-02-08,114.05,116.36,112.71,116.05,11311503,0.589,0.56%,105.1824,1293395915.74,71596
2016-02-05,120.65,120.65,114.96,115.40,13261695,-4.767,-4.36%,104.5933,1549098738.83,96005
2016-02-04,121.04,121.24,118.72,120.66,7595031,-0.734,-0.67%,109.3607,913676487.46,56003
2016-02-03,124.36,124.58,120.84,121.47,9326962,-2.248,-2.00%,110.0949,1138818823.74,66384
2016-02-02,124.05,124.34,123.10,123.95,7652982,-0.598,-0.53%,112.3426,946473449.45,51290
2016-02-01,123.08,124.83,123.02,124.61,6189906,0.752,0.67%,112.9408,769674093.90,45058
2016-01-29,122.77,124.35,122.75,123.78,10549947,1.269,1.14%,112.1886,1306289025.42,60246
2016-01-28,121.10,122.60,120.20,122.38,7460478,1.369,1.25%,110.9197,907476869.46,47431
2016-01-27,120.88,121.62,119.83,120.87,7408976,0.399,0.37%,109.5511,894606816.65,50138
2016-01-26,119.60,121.30,119.00,120.43,8326085,1.115,1.03%,109.1523,1002728492.48,57708
2016-01-25,121.85,121.90,118.20,119.20,15141460,0.725,0.68%,108.0375,1819362917.39,98569
2016-01-22,118.44,118.75,117.37,118.40,9016579,0.508,0.48%,107.3124,1064301224.18,66194
2016-01-21,116.51,118.44,115.79,117.84,9839121,1.867,1.78%,106.8048,1155295084.96,69572
2016-01-20,116.97,118.00,114.38,115.78,11905195,-1.559,-1.46%,104.9377,1376246518.41,79720
2016-01-19,116.63,117.71,115.96,117.50,9195272,2.103,2.01%,106.4967,1075706209.90,58561
2016-01-15,114.26,116.45,114.21,115.18,10201938,-1.305,-1.23%,104.3939,1174780777.35,67241
2016-01-14,115.59,117.13,113.00,116.62,9204523,1.36,1.30%,105.6991,1065387639.61,67443
